originl query	freq	CPP detector and converter				JS detector and converter							
ျကိုးျကာ	4	0.9752	ကြိုးကြာ	diff	Z	0.9999549425	ကြိုးကြာ	diff	Z	same	same		
နန္းသိရီေမာင္	4	1	နန်းသိရီမောင်	diff	Z	1	နန်းသိရီမောင်	diff	Z	same	same		
မထက္	4	0.9991	မထက်	diff	Z	0.9999828801	မထက်	diff	Z	same	same		
နီ	4	0.2135	နီ	same	I	0.2239435951	နီ	same	I	same	same		
ကေနာင္မင္း	4	1	ကနောင်မင်း	diff	Z	1	ကနောင်မင်း	diff	Z	same	same		
ေဂါ္လီမင္းသား	4	1	ဂေါ်လီမင်းသား	diff	Z	1	ဂေါ်လီမင်းသား	diff	Z	same	same		
ကန္​ဇြန္​း႐ြက္​​ေၾကာ္​	4	1	ကန်​ဇွန်းရွက်​​ကြော်​	diff	Z	1	ကန်​ဇွန်းရွက်​​ကြော်​	diff	Z	same	same		
​ေဇာ္​ပိုင္​ mp3	4	1	​ဇော်​ပိုင်​ mp3	diff	Z	1	​ဇော်​ပိုင်​ mp3	diff	Z	same	same		
တူေတာ္ေမာင္	4	1	တူတော်မောင်	diff	Z	1	တူတော်မောင်	diff	Z	same	same		
လူ၏အႀကိဳက္	4	1	လူ၏အကြိုက်	diff	Z	1	လူ၏အကြိုက်	diff	Z	same	same		
််ေအာကားျကည္မယ္.com	4	1	ျအောကားကြည်မယ်.com	diff	Z	1	ျအောကားကြည်မယ်.com	diff	Z	same	same		
သူငယ္​ခ်င္​းစည္​း(ၾသရသ)	4	1	သူငယ်​ချင်းစည်း(သြရသ)	diff	Z	1	သူငယ်​ချင်းစည်း(သြရသ)	diff	Z	same	same		
ေတာ္ပါေတာ့	4	1	တော်ပါတော့	diff	Z	1	တော်ပါတော့	diff	Z	same	same		
ဝတ္္မူန္ေရြရီေအာကား	4	1	ဝတ်မူန်ရွေရီအောကား	diff	Z	1	ဝတ်မူန်ရွေရီအောကား	diff	Z	same	same		
အောင်သူ ပုဂံလမ်းမှအလွမ်းရှင်	4	1.51E-22	အောငျသူ ပုဂံလမျးမှအလှမျးရှငျ	diff	U	1.51E-24	အောငျသူ ပုဂံလမျးမှအလှမျးရှငျ	diff	U	same	same		
ေဒါက္တာခ်က္ျကီ ကာမအလူ	4	1	ဒေါက်တာချက်ကြီ ကာမအလူ	diff	Z	1	ဒေါက်တာချက်ကြီ ကာမအလူ	diff	Z	same	same		
ဝဏ	4	0.7377	ဝဏ	same	I	0.8967633391	ဝဏ	same	I	same	same		
ငါးမ်က္စိ	4	0.9378	ငါးမျက်စိ	diff	I	0.99878394	ငါးမျက်စိ	diff	Z	diff	same		
မေလးျမန္မာအဘိဓာန္	4	1	မလေးမြန်မာအဘိဓာန်	diff	Z	1	မလေးမြန်မာအဘိဓာန်	diff	Z	same	same		
အန္​တီ အိုး - Google တွင် ရှာရန်	4	1.17E-13	အန်​တီ အိုး - Google တှငျ ရှာရနျ	diff	U	1.20E-19	အန်​တီ အိုး - Google တှငျ ရှာရနျ	diff	U	same	same		
​ေအး	4	0.9998	​အေး	diff	Z	0.9999923436	​အေး	diff	Z	same	same		
ဂ်ပန္ ေအာကား	4	1	ဂျပန် အောကား	diff	Z	1	ဂျပန် အောကား	diff	Z	same	same		
ေအာင္သမာဓိ	4	1	အောင်သမာဓိ	diff	Z	1	အောင်သမာဓိ	diff	Z	same	same		
ဘုရင္​မသစ္​စာ	4	1	ဘုရင်​မသစ်​စာ	diff	Z	0.9999999986	ဘုရင်​မသစ်​စာ	diff	Z	same	same		
စင္ဒီ	4	0.9964	စင်ဒီ	diff	Z	0.998613444	စင်ဒီ	diff	Z	same	same		
အြန္​းလိုင္​းသင္​ၾကား​ေရး	4	1	အွန်းလိုင်းသင်​ကြား​ရေး	diff	Z	1	အွန်းလိုင်းသင်​ကြား​ရေး	diff	Z	same	same		
ျမန္မာ ေအာကား精彩在沃	4	1	မြန်မာ အောကား精彩在沃	diff	Z	1	မြန်မာ အောကား精彩在沃	diff	Z	same	same		
ကေလး xvideo	4	0.7265	ကလေး xvideo	diff	I	0.9999567758	ကလေး xvideo	diff	Z	diff	same		
ခင္ေလး	4	1	ခင်လေး	diff	Z	1	ခင်လေး	diff	Z	same	same		
ဗြစ် အား	4	1.73E-06	ဗွဈ အား	diff	U	0.00001785787045	ဗွဈ အား	diff	U	same	same		
​ေအသင္​ခ်ိဳ​ေဆြ	4	1	​အေသင်​ချို​ဆွေ	diff	Z	1	​အေသင်​ချို​ဆွေ	diff	Z	same	same		
သီေပါမင္း	4	1	သီပေါမင်း	diff	Z	1	သီပေါမင်း	diff	Z	same	same		
ဝဏၰ	4	0.7377	ဝဏ္ဏ	diff	I	0.9995815366	ဝဏ္ဏ	diff	Z	diff	same		
ဖက္ရွင္ ဒီဇိုင္း	4	1	ဖက်ရှင် ဒီဇိုင်း	diff	Z	1	ဖက်ရှင် ဒီဇိုင်း	diff	Z	same	same		
mpt မွတ္ပံုတင္	4	1	mpt မှတ်ပုံတင်	diff	Z	1	mpt မှတ်ပုံတင်	diff	Z	same	same		
ေၾကာ္ျငာ	4	1	ကြော်ငြာ	diff	Z	1	ကြော်ငြာ	diff	Z	same	same		
vip ျပဳလုပ္နည္း စာအုပ္	4	1	vip ပြုလုပ်နည်း စာအုပ်	diff	Z	1	vip ပြုလုပ်နည်း စာအုပ်	diff	Z	same	same		
အား ေကာင္းလိုက္တာ	4	1	အား ကောင်းလိုက်တာ	diff	Z	1	အား ကောင်းလိုက်တာ	diff	Z	same	same		
ဂီတာျကိဳးညွိေစာ့ဝဲး	4	1	ဂီတာကြိုးညှိစော့ဝဲး	diff	Z	1	ဂီတာကြိုးညှိစော့ဝဲး	diff	Z	same	same		
ကုန္​း​ေဘာင္​မင္​းဆက္​မ်ားအ​ေၾကာင္​း	4	1	ကုန်း​ဘောင်​မင်းဆက်​များအ​ကြောင်း	diff	Z	1	ကုန်း​ဘောင်​မင်းဆက်​များအ​ကြောင်း	diff	Z	same	same		
mp3 ပဋာန္းတရားေတာ္မ်ား	4	1	mp3 ပဋာန်းတရားတော်များ	diff	Z	1	mp3 ပဋာန်းတရားတော်များ	diff	Z	same	same		
ျမန္မာ ebook free download	4	1	မြန်မာ ebook free download	diff	Z	0.9999993195	မြန်မာ ebook free download	diff	Z	same	same		
telenor 4G"ပြောင်နည်း"	4	7.67E-13	telenor 4G"ပွောငျနညျး"	diff	U	1.34E-16	telenor 4G"ပွောငျနညျး"	diff	U	same	same		
ဖင္ထဲ	4	1	ဖင်ထဲ	diff	Z	0.9999998628	ဖင်ထဲ	diff	Z	same	same		
​ေဘာ္​​ေဘာ္​က​ေထွာ္​	4	1	​ဘော်​​ဘော်​က​ထှော်​	diff	Z	1	​ဘော်​​ဘော်​က​ထှော်​	diff	Z	same	same		
အျပာစာအ	4	1	အပြာစာအ	diff	Z	0.9999999993	အပြာစာအ	diff	Z	same	same		
လိုးကားျမန္မာ videos	4	1	လိုးကားမြန်မာ videos	diff	Z	0.9999999592	လိုးကားမြန်မာ videos	diff	Z	same	same		
စစ္ကာ	4	0.9462	စစ်ကာ	diff	I	0.9375985923	စစ်ကာ	diff	I	same	same		
http://နာတယ္ ကိုကို	4	1	http://နာတယ် ကိုကို	diff	Z	0.9999999285	http://နာတယ် ကိုကို	diff	Z	same	same		
display အလုပ္ မလုပ္တဲ့ျပႆနာ	4	1	display အလုပ် မလုပ်တဲ့ပြဿနာ	diff	Z	1	display အလုပ် မလုပ်တဲ့ပြဿနာ	diff	Z	same	same		
အနိၵယxxx	4	0.02846	အန္ဒိယxxx	diff	U	0.009856480863	အန္ဒိယxxx	diff	U	same	same		
may kyi အခ်စ္ကမင္းအနား	4	1	may kyi အချစ်ကမင်းအနား	diff	Z	1	may kyi အချစ်ကမင်းအနား	diff	Z	same	same		
မၿန္မားသခ်င္	4	1	မန်ြမားသချင်	diff	Z	1	မန်ြမားသချင်	diff	Z	same	same		
တြန္ေတးသိန္းတန္	4	1	တွန်တေးသိန်းတန်	diff	Z	1	တွန်တေးသိန်းတန်	diff	Z	same	same		
ျမန္မာေအာကားxxx	4	1	မြန်မာအောကားxxx	diff	Z	1	မြန်မာအောကားxxx	diff	Z	same	same		
အာဆင္နယ္	4	1	အာဆင်နယ်	diff	Z	1	အာဆင်နယ်	diff	Z	same	same		
အ​ေမရိကန္​လိုးကားမ်ား	4	1	အ​မေရိကန်​လိုးကားများ	diff	Z	1	အ​မေရိကန်​လိုးကားများ	diff	Z	same	same		
facebook acount hackနည္း	4	1	facebook acount hackနည်း	diff	Z	0.999999752	facebook acount hackနည်း	diff	Z	same	same		
ဆရာဝန္ မမ	4	0.9925	ဆရာဝန် မမ	diff	Z	0.9999991426	ဆရာဝန် မမ	diff	Z	same	same		
mg pyae gyi ငပိန္ေကာင္	4	1	mg pyae gyi ငပိန်ကောင်	diff	Z	1	mg pyae gyi ငပိန်ကောင်	diff	Z	same	same		
လိုကာမ်ာ	4	0.9996	လိုကာမျာ	diff	Z	0.9999911789	လိုကာမျာ	diff	Z	same	same		
powerpoint 2010အသံုးျပဳနည္း	4	1	powerpoint 2010အသုံးပြုနည်း	diff	Z	1	powerpoint 2010အသုံးပြုနည်း	diff	Z	same	same		
အိအိခၽြန္ ပင္တိုင္စံ	4	1	အိအိချွန် ပင်တိုင်စံ	diff	Z	1	အိအိချွန် ပင်တိုင်စံ	diff	Z	same	same		
စပတ္​	4	0.9969	စပတ်​	diff	Z	0.9999091516	စပတ်​	diff	Z	same	same		
window activate လုပ္နည္း	4	1	window activate လုပ်နည်း	diff	Z	1	window activate လုပ်နည်း	diff	Z	same	same		
ဂရုမစိုက္ျခင္း အႏုပညာ	4	1	ဂရုမစိုက်ခြင်း အနုပညာ	diff	Z	1	ဂရုမစိုက်ခြင်း အနုပညာ	diff	Z	same	same		
ပိုးအိစံ​ေမြးဌာနီ	4	0.9851	ပိုးအိစံ​မွေးဌာနီ	diff	Z	0.9999989878	ပိုးအိစံ​မွေးဌာနီ	diff	Z	same	same		
ျမန္မာျပည္သားသီခ်င္း mp4 download	4	1	မြန်မာပြည်သားသီချင်း mp4 download	diff	Z	1	မြန်မာပြည်သားသီချင်း mp4 download	diff	Z	same	same		
ေငြတာရီ	4	1	ငွေတာရီ	diff	Z	0.9999633598	ငွေတာရီ	diff	Z	same	same		
နန္းေပါင္း	4	1	နန်းပေါင်း	diff	Z	1	နန်းပေါင်း	diff	Z	same	same		
အဖုတ္ေဖာင္းေလး	4	1	အဖုတ်ဖောင်းလေး	diff	Z	1	အဖုတ်ဖောင်းလေး	diff	Z	same	same		
​ေဆာ့ဝဲ	4	1	​ဆော့ဝဲ	diff	Z	0.9999880016	​ဆော့ဝဲ	diff	Z	same	same		
NCK+How To နည္​းပညာ ဒါန	4	1	NCK+How To နည်းပညာ ဒါန	diff	Z	0.9999999495	NCK+How To နည်းပညာ ဒါန	diff	Z	same	same		
ပင္လယ္လမ္းေျၾကာင္႐ွာေြသူ	4	1	ပင်လယ်လမ်းကြောင်ရှွာေသူ	diff	Z	1	ပင်လယ်လမ်းကြောင်ရှွာေသူ	diff	Z	same	same		
ေမာင္ေဇာ္	4	1	မောင်ဇော်	diff	Z	1	မောင်ဇော်	diff	Z	same	same		
ညီ	4	0.2216	ညီ	same	I	0.3554573038	ညီ	same	I	same	same		
xxx.မျင်းနဲဘ	4	9.11E-08	xxx.မငျြးနဲဘ	diff	U	6.38E-07	xxx.မငျြးနဲဘ	diff	U	same	same		
japaneလိုးကား	4	0.8424	japaneလိုးကား	same	I	0.9257125755	japaneလိုးကား	same	I	same	same		
ရွယ္လိုးကား	4	1	ရှယ်လိုးကား	diff	Z	0.9999998188	ရှယ်လိုးကား	diff	Z	same	same		
အင္က်ီဒိုင္ဇိုင္း	4	1	အင်ကျီဒိုင်ဇိုင်း	diff	Z	1	အင်ကျီဒိုင်ဇိုင်း	diff	Z	same	same		
iMyanmarHouse.com - ျမန္မာ့နံပါတ္တစ္အိမ္ျခံေျမဝဘ္ဆိုဒ္ - ေရာင္းဝယ္ငွား	4	1	iMyanmarHouse.com - မြန်မာ့နံပါတ်တစ်အိမ်ခြံမြေဝဘ်ဆိုဒ် - ရောင်းဝယ်ငှား	diff	Z	1	iMyanmarHouse.com - မြန်မာ့နံပါတ်တစ်အိမ်ခြံမြေဝဘ်ဆိုဒ် - ရောင်းဝယ်ငှား	diff	Z	same	same		
မမျကီး ေအာစာအုပ္	4	0.9906	မမကြီး အောစာအုပ်	diff	Z	0.9999999998	မမကြီး အောစာအုပ်	diff	Z	same	same		
့http://103.116.190.9:8080/a3a4	4	0.9393	့http://103.116.190.9:8080/a3a4	same	I	0.9753941101	့http://103.116.190.9:8080/a3a4	same	Z	diff	same		
အားျပီးျပီ	4	1	အားပြီးပြီ	diff	Z	1	အားပြီးပြီ	diff	Z	same	same		
ျမမာစလန္း	4	1	မြမာစလန်း	diff	Z	0.9999999991	မြမာစလန်း	diff	Z	same	same		
စာစီစာကံုးစာအုပ္	4	1	စာစီစာကုံးစာအုပ်	diff	Z	1	စာစီစာကုံးစာအုပ်	diff	Z	same	same		
မိန္းကေလး	4	0.9999	မိန်းကလေး	diff	Z	0.9999999983	မိန်းကလေး	diff	Z	same	same		
the hobbit ျမန္မာစာတန္းထိုး	4	1	the hobbit မြန်မာစာတန်းထိုး	diff	Z	1	the hobbit မြန်မာစာတန်းထိုး	diff	Z	same	same		
ဆရာေတာ္မ်ား	4	1	ဆရာတော်များ	diff	Z	1	ဆရာတော်များ	diff	Z	same	same		
ေကား	4	0.9998	ကေား	diff	Z	0.9999745725	ကေား	diff	Z	same	same		
ျမန္မာေရခ်ိဳးေခ်ာင္း	4	1	မြန်မာရေချိုးချောင်း	diff	Z	1	မြန်မာရေချိုးချောင်း	diff	Z	same	same		
ြြြဝန	4	0.8084	ွဝန	diff	I	0.9999832986	ွဝန	diff	Z	diff	same		
ျမန္​မာစာတန္​းထိုး cartoon ကား	4	1	မြန်​မာစာတန်းထိုး cartoon ကား	diff	Z	1	မြန်​မာစာတန်းထိုး cartoon ကား	diff	Z	same	same		
ေအာကား - Google Search	4	0.9999	အောကား - Google Search	diff	Z	0.9999932836	အောကား - Google Search	diff	Z	same	same		
